"agno"|"grado"|"rbd"|"dvrbd"|"nom_rbd"|"cod_reg_rbd"|"nom_reg_rbd"|"cod_pro_rbd"|"nom_pro_rbd"|"cod_com_rbd"|"nom_com_rbd"|"cod_deprov_rbd"|"nom_deprov_rbd"|"cod_depe1"|"cod_depe2"|"cod_grupo"|"cod_rural_rbd"|"nalu_lect8b_rbd"|"nalu_mate8b_rbd"|"nalu_soc8b_rbd"|"prom_lect8b_rbd"|"prom_mate8b_rbd"|"prom_soc8b_rbd"|"dif_lect8b_rbd"|"dif_mate8b_rbd"|"dif_soc8b_rbd"|"difgru_lect8b_rbd"|"difgru_mate8b_rbd"|"difgru_soc8b_rbd"|"sigdif_lect8b_rbd"|"sigdif_mate8b_rbd"|"sigdif_soc8b_rbd"|"siggru_lect8b_rbd"|"siggru_mate8b_rbd"|"siggru_soc8b_rbd"|"marca_lect8b_rbd"|"marca_mate8b_rbd"|"marca_soc8b_rbd"|"marcadif_lect8b_rbd"|"marcadif_mate8b_rbd"|"marcadif_soc8b_rbd"|"noaplica"|"fecha_bbdd"|"codigo_bbdd"
2019|8b|5|1|JOVINA NARANJO FERNANDEZ|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|3|1|32|33|33|260|272|266|4|-3|-10|18|9|15|0|0|0|1|1|1|||||||0|20200807|final20200811v2
2019|8b|8|6|COLEGIO INTEGRADO EDUARDO FREI MONTALVA|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|3|1|27|25|28|249|259|257|34|21|40|7|-4|6|1|1|1|0|0|0|||||||0|20200807|final20200811v2
2019|8b|9|4|ESCUELA REPUBLICA DE ISRAEL|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|3|1|116|118|124|249|275|250|8|24|-3|7|12|-1|0|1|0|1|1|0|||||||0|20200807|final20200811v2
2019|8b|10|8|ESCUELA REPUBLICA DE FRANCIA|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|3|1|14|13|16|243|245|251|31|20|22|1|-18|0|1|0|1|0|-1|0|||||||0|20200807|final20200811v2
2019|8b|11|6|ESC. GRAL. PEDRO LAGOS MARCHANT|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|2|1|18|22|22|201|218|219|-11|-2|-79|-27|-27|-17|0|0|-1|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|12|4|ESCUELA GRAL JOSE MIGUEL CARRERA|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|2|1|26|24|26|265|287|273|12|53|17|37|42|37|0|1|0|1|1|1|||||||0|20200807|final20200811v2
2019|8b|13|2|ESCUELA MANUEL RODRIGUEZ ERDOYZA|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|2|1|14|12|14|209|238|228|-11|7|-7|-19|-7|-8|0|0|0|-1|0|0|||||||0|20200807|final20200811v2
2019|8b|14|0|ESCUELA ROMULO J. PENA MATURANA|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|2|1|28|28|29|221|234|221|9|0|-1|-7|-11|-15|0|0|0|0|-1|-1|||||||0|20200807|final20200811v2
2019|8b|15|9|LICEO ARTISTICO DR. JUAN NOE CREVANI|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|3|1|28|29|29|228|246|239|14|13|5|-14|-17|-12|0|0|0|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|16|7|ESCUELA REGIMIENTO RANCAGUA|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|3|1|22|22|22|234|251|237|12|15|1|-8|-12|-14|0|0|0|0|-1|-1|||||||0|20200807|final20200811v2
2019|8b|17|5|ESCUELA SUBTTE. LUIS CRUZ MARTINEZ|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|2|1|21|23|23|238|247|231|-13|-1|-15|10|2|-5|0|0|0|1|0|0|||||||0|20200807|final20200811v2
2019|8b|18|3|ESC. COMTE. JUAN JOSE SAN MARTIN|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|2|1|31|35|35|212|227|231|-18|5|15|-16|-18|-5|-1|0|0|-1|-1|0|||||||0|20200807|final20200811v2
2019|8b|19|1|ESC. HUMBERTO VALENZUELA GARCIA|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|2|1|20|21|21|240|238|236|7|7|-22|12|-7|0|0|0|-1|1|0|0|||||||0|20200807|final20200811v2
2019|8b|20|5|ESCUELA TUCAPEL|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|3|1|44|44|44|229|229|236|8|-7|-15|-13|-34|-15|0|0|0|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|22|1|ESCUELA GABRIELA MISTRAL|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|3|1|79|84|88|224|246|236|-9|12|1|-18|-17|-15|0|1|0|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|25|6|COLEGIO CENTENARIO DE ARICA|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|2|1|26|19|27|249|274|244|21|46|29|21|29|8|1|1|1|1|1|0|||||||0|20200807|final20200811v2
2019|8b|26|4|ESCUELA REPUBLICA DE ARGENTINA|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|3|1|15|14|16|264|284|262|23|17|35|22|21|11|1|0|1|1|1|0|||||||0|20200807|final20200811v2
2019|8b|27|2|ESCUELA ESMERALDA|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|3|1|15|13|16|260|272|266|||41|18|9|15|||1|1|0|1||||3|3||0|20200807|final20200811v2
2019|8b|28|0|ESCUELA RICARDO SILVA ARRIAGADA|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|3|1|24|25|26|259|272|264|-4|6|-1|17|9|13|0|0|0|1|1|1|||||||0|20200807|final20200811v2
2019|8b|29|9|ESCUELA AMERICA|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|2|1|52|48|55|209|230|221|-20|-2|-20|-19|-15|-15|-1|0|-1|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|31|0|ESCUELA DARIO SALAS DIAZ|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|1|2|41|40|41|233|235|241|-6|-8|-10|11|1|10|0|0|0|1|0|1|||||||0|20200807|final20200811v2
2019|8b|32|9|LICEO AGRICOLA JOSE ABELARDO NUNEZ M.|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|1|2|34|33|35|239|273|242|18|47|21|17|39|11|1|1|1|1|1|1|||||||0|20200807|final20200811v2
2019|8b|33|7|ESCUELA CARLOS CONDELL DE LA HAZA|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|2|2|15|16|16|242|254|253|-20|-25|24|14|9|17|-1|-1|0|1|0|1|||||||0|20200807|final20200811v2
2019|8b|36|1|ESCUELA IGNACIO CARRERA PINTO|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|1|1|25|29|29|198|223|214|-4|-3|-8|-24|-11|-17|0|0|0|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|38|8|ESCUELA ESPAÑA|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|2|1|1|2|33|35|36|247|278|257|32|33|13|25|44|26|1|1|0|1|1|1|||||||0|20200807|final20200811v2
2019|8b|45|0|COLEGIO ITALIANO SANTA ANA|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|3|2|3|1|41|43|44|268|290|276|16|25|20|26|27|25|1|1|1|1|1|1|||||||0|20200807|final20200811v2
2019|8b|50|7|COLEGIO ADVENTISTA DE ARICA|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|3|2|3|1|40|40|42|263|284|258|13|-7|-34|21|21|7|1|0|-1|1|1|1|||||||0|20200807|final20200811v2
2019|8b|52|3|LICEO BICENTENARIO DOMINGO SANTA MARIA|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|3|2|3|1|112|120|131|250|293|262|0|6|-100|8|30|11|0|0|-1|1|1|1|||||||0|20200807|final20200811v2
2019|8b|56|6|COLEGIO SAN MARCOS DE ARICA|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|3|2|4|1|71|68|71|243|281|254|-23|-4|-43|-13|-2|-12|-1|0|-1|-1|0|-1|||||||0|20200807|final20200811v2
2019|8b|59|0|COLEGIO SAN JORGE|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|4|3|5|1|22|24|25|280|302|303|19|8|4|7|-6|15|1|0|0|0|0|1|||||||0|20200807|final20200811v2
2019|8b|60|4|COLEGIO ALEMAN DE ARICA|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|3|2|4|1|65|67|69|270|289|285|20|-1|13|14|6|19|1|0|1|1|1|1|||||||0|20200807|final20200811v2
2019|8b|67|1|ABRAHAM LINCOLN SCHOOL|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|3|2|4|1|40|40|42|249|267|276|-16|-12|-12|-7|-16|10|-1|0|0|0|-1|1|||||||0|20200807|final20200811v2
2019|8b|69|8|JUNIOR COLLEGE|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|4|3|5|1|35|35|35|290|313|312|14|-6|5|17|5|24|1|0|0|1|0|1|||||||0|20200807|final20200811v2
2019|8b|72|8|LICEO VALLE DE CODPA|15|DE ARICA Y PARINACOTA|151|ARICA|15102|CAMAR|151|Arica|2|1|4|2|8|6|8|180|199|198||||-76|-84|-68||||-1|-1|-1||||1|1|1|0|20200807|final20200811v2
2019|8b|78|7|LICEO GRANADEROS|15|DE ARICA Y PARINACOTA|152|PARIN|15201|PUTRE|152|Parin|2|1|2|2|18|18|18|237|260|261|25|41|25|9|15|25|1|1|1|0|1|1|||||||0|20200807|final20200811v2
2019|8b|79|5|ESCUELA EL MARQUEZ|15|DE ARICA Y PARINACOTA|152|PARIN|15201|PUTRE|152|Parin|2|1|2|2|3|3|3|188|210|208||||||||||||||||1|1|1|0|20200807|final20200811v2
2019|8b|90|6|ESCUELA INTERNADO VISVIRI|15|DE ARICA Y PARINACOTA|152|PARIN|15202|GENER|152|Parin|2|1|1|2|7|7|7|191|209|213||||-31|-25|||||-1|0|||||1|1|1|0|20200807|final20200811v2
2019|8b|103|1|ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PAR|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|1|1|3|1|52|52|55|227|245|227|-14|4||-15|-18|-24|-1|0||-1|-1|-1||||||3|0|20200807|final20200811v2
2019|8b|106|6|INSTITUTO DEL MAR ALMIRANTE CARLOS COND|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|5|2|3|1|27|27|28|209|218|209|-16|-6|-42|-33|-45|-42|0|0|-1|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|107|4|LICEO LIBERT. GRAL.BERNARDO O´HIGGINS|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|1|1|3|1|22|22|23|218|226|238|9|7||-24|-37|-13|0|0||-1|-1|-1||||||3|0|20200807|final20200811v2
2019|8b|109|0|COLEGIO DEPORTIVO TEC. PROF. ELENA DUVA|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|1|1|3|1|22|25|25|197|214|222||||-45|-49|-29||||-1|-1|-1||||3|3|3|0|20200807|final20200811v2
2019|8b|110|4|LICEO BICENTENARIO DOMINGO SANTA MARIA|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|1|1|3|1|55|57|57|249|246|233|-5|8||7|-17|-18|0|0||1|-1|-1||||||3|0|20200807|final20200811v2
2019|8b|111|2|ESCUELA GABRIELA MISTRAL|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|1|1|2|1|45|48|52|230|228|228|-3|12|0|2|-17|-8|0|0|0|0|-1|-1|||||||0|20200807|final20200811v2
2019|8b|112|0|ESCUELA EDUARDO LLANOS|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|1|1|2|1|47|36|48|264|266|251|3||21|36|21|15|0||1|1|1|1|||||3||0|20200807|final20200811v2
2019|8b|113|9|ESCUELA ALMIRANTE PATRICIO LYNCH|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|1|1|2|1|86|87|88|207|223|221|-4|3|-12|-21|-22|-15|0|0|0|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|114|7|ESCUELA PLACIDO VILLARROEL|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|1|1|3|1|40|34|42|228|223|222|5|10|-22|-14|-40|-29|0|0|-1|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|116|3|COLEGIO REPUBLICA DE CROACIA|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|1|1|2|1|50|47|50|212|233|220|-18|1||-16|-12|-16|-1|0||-1|-1|-1||||||3|0|20200807|final20200811v2
2019|8b|117|1|ESCUELA PAULA JARAQUEMADA ALQUIZAR|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|1|1|3|1|32|30|32|246|244|226||18|-6|4|-19|-25||1|0|0|-1|-1||||3|||0|20200807|final20200811v2
2019|8b|119|8|ESCUELA CENTENARIO|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|1|1|3|1|32|34|34|227|244|228|21|21|6|-15|-19|-23|1|1|0|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|122|8|ESCUELA THILDA PORTILLO OLIVARES|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|1|1|3|1|26|28|29|226|228|228|-6|8|-38|-16|-35|-23|0|0|-1|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|123|6|COLEGIO ESPANA|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|1|1|2|1|27|30|30|205|212|207|0|3||-23|-33|-29|0|0||-1|-1|-1||||||3|0|20200807|final20200811v2
2019|8b|125|2|ESCUELA PROFESOR MANUEL CASTRO RAMOS|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|1|1|3|1|88|86|94|224|236|232|-6|2|3|-18|-27|-19|0|0|0|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|126|0|COLEGIO REPUBLICA DE ITALIA|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|1|1|3|1|51|50|54|230|239|240|10|15|15|-12|-24|-11|0|1|0|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|127|9|LICEO MARIA AUXILIADORA|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|3|2|4|1|67|66|67|262|268|264|-11|0|-29|6|-15|-2|0|0|-1|1|-1|0|||||||0|20200807|final20200811v2
2019|8b|129|5|LICEO SUPERIOR GABRIELA MISTRAL|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|3|2|3|1|8|10|10|249|220|252|11|-24||7|-43|1|0|0||0|-1|0||||||3|0|20200807|final20200811v2
2019|8b|130|9|COLEGIO NORTH COLLEGE|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|3|2|4|1|29|29|29|249|264|255|16|9|-26|-7|-19|-11|1|0|-1|0|-1|-1|||||||0|20200807|final20200811v2
2019|8b|131|7|COLEGIO ESCASCE|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|3|2|3|1|25|27|27|226|245|232|-9|16|-6|-16|-18|-19|0|0|0|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|132|5|COLEGIO BAJO MOLLE|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|3|2|4|1|105|105|108|252|293|256|-19|-16|-48|-4|10|-10|-1|-1|-1|0|1|-1|||||||0|20200807|final20200811v2
2019|8b|133|3|COLEGIO ADVENTISTA DE IQUIQUE|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|3|2|4|1|62|62|64|262|271|246|36|29|0|6|-12|-20|1|1|0|1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|134|1|LICEO ATENEA|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|3|2|3|1|29|27|30|218|222|216|10|2|-15|-24|-41|-35|0|0|0|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|144|9|COLEGIO IQUIQUE YOUNG SCHOOL|1|DE TARAPACÁ|11|IQUIQ|1101|IQUIQ|11|Iquiq|3|2|3|1|30|33|33|205|226|224|-25|-9|-15|-37|-37|-27|-1|0|0|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|154|6|ESCUELA BASICA FRONTERIZA|1|DE TARAPACÁ|14|TAMAR|1404|HUARA|14|Tamar|2|1|4|2|3|3|3|216|275|238||||||||||||||||1|1|1|0|20200807|final20200811v2
2019|8b|156|2|ESCUELA PISAGUA|1|DE TARAPACÁ|14|TAMAR|1404|HUARA|14|Tamar|2|1|1|2|2|2|3|230|239|250||||||||||||||||1|1|1|0|20200807|final20200811v2
2019|8b|160|0|ESCUELA PACHICA|1|DE TARAPACÁ|14|TAMAR|1404|HUARA|14|Tamar|2|1|2|2|4|4|4|268|233|258||||||||||||||||1|1|1|0|20200807|final20200811v2
2019|8b|161|9|LICEO DE HUARA|1|DE TARAPACÁ|14|TAMAR|1404|HUARA|14|Tamar|2|1|2|2|23|25|25|189|204|221|-42|-7|-3|-39|-41|-15|-1|0|0|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|162|7|ESCUELA SIBAYA|1|DE TARAPACÁ|14|TAMAR|1404|HUARA|14|Tamar|2|1|2|2|2|2|2|239|241|255||||||||||||||||1|1|1|0|20200807|final20200811v2
2019|8b|167|8|ESCUELA CAMINA|1|DE TARAPACÁ|14|TAMAR|1402|CAMIÑ|14|Tamar|2|1|2|2|14|14|14|221|219|224|-42|-42|-27|-7|-26|-12|-1|-1|-1|0|-1|0|||||||0|20200807|final20200811v2
2019|8b|178|3|LICEO TECNICO PROFESIONAL COLCHANE|1|DE TARAPACÁ|14|TAMAR|1403|COLCH|14|Tamar|2|1|1|2|8|8|8|235|247|235|34|33|-7|13|13|4|1|1|0|0|0|0|||||||0|20200807|final20200811v2
2019|8b|187|2|ESCUELA VERTIENTE DEL SABER|1|DE TARAPACÁ|14|TAMAR|1405|PICA|14|Tamar|2|1|3|1|30|31|31|230|228|225|11|13|-10|-12|-35|-26|0|0|0|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|188|0|ESC. MATILLA DE NUEVA EXTREMADURA|1|DE TARAPACÁ|14|TAMAR|1405|PICA|14|Tamar|2|1|2|2|20|22|22|214|233|227|-17|-6||-14|-12|-9|0|0||-1|-1|0||||||3|0|20200807|final20200811v2
2019|8b|192|9|ESCUELA BASICA MAMINA|1|DE TARAPACÁ|14|TAMAR|1401|POZO|14|Tamar|1|1|2|2|3|3|3|214|269|241||||||||||||||||1|1|1|0|20200807|final20200811v2
2019|8b|193|7|ESCUELA BASICA POZO ALMONTE|1|DE TARAPACÁ|14|TAMAR|1401|POZO|14|Tamar|1|1|2|2|54|57|57|218|241|226|-17|-4|-5|-10|-4|-10|-1|0|0|-1|0|-1|||||||0|20200807|final20200811v2
2019|8b|195|3|ESCUELA BASICA LA TIRANA|1|DE TARAPACÁ|14|TAMAR|1401|POZO|14|Tamar|1|1|2|2|16|16|16|231|249|228|13|28|-4|3|4|-8|0|1|0|0|0|0|||||||0|20200807|final20200811v2
2019|8b|198|8|ESCUELA BASICA LA HUAYCA|1|DE TARAPACÁ|14|TAMAR|1401|POZO|14|Tamar|1|1|2|2|5|5|5|243|228|244||||||||||||||||1|1|1|0|20200807|final20200811v2
2019|8b|201|1|ESCUELA CARLOS CONDELL DE LA HAZA|2|DE ANTOFAGASTA|23|TOCOP|2301|TOCOP|21|Antof|2|1|3|1|46|47|47|230|230|222|-1|3|-8|-12|-33|-29|0|0|0|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|203|8|ESCUELA PABLO NERUDA|2|DE ANTOFAGASTA|23|TOCOP|2301|TOCOP|21|Antof|2|1|3|1|59|62|62|215|243|231|-14|11|-33|-27|-20|-20|-1|0|-1|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|204|6|ESCUELA L.GRAL.BERNARDO O´HIGGINS R.|2|DE ANTOFAGASTA|23|TOCOP|2301|TOCOP|21|Antof|2|1|2|1|33|34|34|229|237|240|9|7|11|1|-8|4|0|0|0|0|-1|0|||||||0|20200807|final20200811v2
2019|8b|205|4|ESCUELA ARTURO PRAT CHACON|2|DE ANTOFAGASTA|23|TOCOP|2301|TOCOP|21|Antof|2|1|2|1|51|53|53|217|221|220|10|19|4|-11|-24|-16|0|1|0|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|206|2|ESCUELA ESTADOS UNIDOS DE NORTEAMERICA|2|DE ANTOFAGASTA|23|TOCOP|2301|TOCOP|21|Antof|2|1|2|1|21|22|22|224|243|221|-7|-6|-12|-4|-2|-15|0|0|0|0|0|-1|||||||0|20200807|final20200811v2
2019|8b|208|9|COLEGIO SAGRADA FAMILIA|2|DE ANTOFAGASTA|23|TOCOP|2301|TOCOP|21|Antof|3|2|4|1|75|76|76|258|270|258|-10|2|-23|2|-13|-8|0|0|-1|0|-1|-1|||||||0|20200807|final20200811v2
2019|8b|210|0|ESCUELA ARTURO PEREZ CANTO|2|DE ANTOFAGASTA|23|TOCOP|2302|MARÍA|21|Antof|2|1|3|1|39|39|40|219|248|222|-19|-10|-22|-23|-15|-29|-1|0|-1|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|223|2|ESCUELA CLAUDIO ARRAU|2|DE ANTOFAGASTA|22|EL LO|2201|CALAM|22|El Lo|1|1|3|1|71|70|71|232|236|238|3|10|15|-10|-27|-13|0|0|1|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|224|0|ESCUELA GRECIA|2|DE ANTOFAGASTA|22|EL LO|2201|CALAM|22|El Lo|1|1|2|1|111|108|111|244|266|241|-6|-5|20|16|21|5|0|0|1|1|1|1|||||||0|20200807|final20200811v2
2019|8b|225|9|ESCUELA REPUBLICA DE BOLIVIA|2|DE ANTOFAGASTA|22|EL LO|2201|CALAM|22|El Lo|1|1|3|1|128|127|129|248|264|243|7|5|-11|6|1|-8|0|0|0|1|0|-1|||||||0|20200807|final20200811v2
2019|8b|226|7|ESCUELA BASICA EMILIO SOTOMAYOR|2|DE ANTOFAGASTA|22|EL LO|2201|CALAM|22|El Lo|1|1|3|1|83|84|84|230|244|235|-9|2|-3|-12|-19|-16|0|0|0|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|227|5|ESCUELA BASICA PRESIDENTE BALMACEDA|2|DE ANTOFAGASTA|22|EL LO|2201|CALAM|22|El Lo|1|1|3|1|153|152|162|219|234|223|-3|6|-16|-23|-29|-28|0|0|-1|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|228|3|ESCUELA BASICA VADO DE TOPATER|2|DE ANTOFAGASTA|22|EL LO|2201|CALAM|22|El Lo|1|1|3|1|60|58|61|228|227|227|-7|-6|2|-14|-36|-24|0|0|0|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|229|1|ESCUELA REPUBLICA DE CHILE|2|DE ANTOFAGASTA|22|EL LO|2201|CALAM|22|El Lo|1|1|3|1|54|57|58|227|239|239|1|5|1|-15|-24|-12|0|0|0|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|230|5|ESCUELA BASICA ANDRES BELLO|2|DE ANTOFAGASTA|22|EL LO|2201|CALAM|22|El Lo|1|1|3|1|65|67|69|237|243|240|-11|0|1|-5|-20|-11|0|0|0|0|-1|-1|||||||0|20200807|final20200811v2
2019|8b|231|3|ESCUELA BASICA JOHN FITZGERALD KENNEDY|2|DE ANTOFAGASTA|22|EL LO|2201|CALAM|22|El Lo|1|1|3|1|59|59|60|254|272|254|10|29|-3|12|9|3|0|1|0|1|1|0|||||||0|20200807|final20200811v2
2019|8b|232|1|ESCUELA BASICA PEDRO VERGARA KELLER|2|DE ANTOFAGASTA|22|EL LO|2201|CALAM|22|El Lo|1|1|2|1|57|59|62|216|229|220|1|15|6|-12|-16|-16|0|1|0|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|239|9|ESCUELA BASICA 21 DE MAYO|2|DE ANTOFAGASTA|22|EL LO|2201|CALAM|22|El Lo|1|1|2|1|69|72|73|238|246|232|15|26|4|10|1|-4|1|1|0|1|0|0|||||||0|20200807|final20200811v2
2019|8b|240|2|ESCUELA BASICA REPUBLICA DE FRANCIA|2|DE ANTOFAGASTA|22|EL LO|2201|CALAM|22|El Lo|1|1|3|1|46|46|46|250|250|243|17|21|11|8|-13|-8|1|1|0|1|-1|0|||||||0|20200807|final20200811v2
2019|8b|246|1|ESCUELA BASICA SENORA DE LA CANDELARIA|2|DE ANTOFAGASTA|22|EL LO|2201|CALAM|22|El Lo|1|1|1|2|2|2|2|228|237|250||||||||||||||||1|1|1|0|20200807|final20200811v2
2019|8b|252|6|ESCUELA BASICA SAN FRANCISCO|2|DE ANTOFAGASTA|22|EL LO|2201|CALAM|22|El Lo|1|1|2|2|15|15|15|246|248|254|2|18|-19|18|3|18|0|0|0|1|0|1|||||||0|20200807|final20200811v2
2019|8b|253|4|COLEGIO ADVENTISTA DE CALAMA|2|DE ANTOFAGASTA|22|EL LO|2201|CALAM|22|El Lo|3|2|3|1|62|59|62|255|266|247|11|6|-18|13|3|-4|0|0|-1|1|0|0|||||||0|20200807|final20200811v2
2019|8b|254|2|FUNDACION EDUC.COLEGIO NUESTRA SRA.DE A|2|DE ANTOFAGASTA|22|EL LO|2201|CALAM|22|El Lo|3|2|3|1|56|55|57|239|237|256|-37|-38|-19|-3|-26|5|-1|-1|-1|0|-1|0|||||||0|20200807|final20200811v2
2019|8b|255|0|COLEGIO EJERCITO DE SALVACION|2|DE ANTOFAGASTA|22|EL LO|2201|CALAM|22|El Lo|3|2|3|1|65|69|69|230|252|242|-20|-11|-17|-12|-11|-9|-1|0|-1|-1|-1|-1|||||||0|20200807|final20200811v2
2019|8b|256|9|INSTITUTO OBISPO SILVA LEZAETA|2|DE ANTOFAGASTA|22|EL LO|2201|CALAM|22|El Lo|3|2|4|1|115|116|118|257|285|256|-6|3|-13|1|2|-10|0|0|-1|0|0|-1|||||||0|20200807|final20200811v2
2019|8b|257|7|COLEGIO CHUQUICAMATA|2|DE ANTOFAGASTA|22|EL LO|2201|CALAM|22|El Lo|4|3|5|1|69|67|71|273|322|303|0|15|10|0|14|15|0|1|0|0|1|1|||||||0|20200807|final20200811v2
2019|8b|268|2|ESC. BASICA RURAL SAN ANTONIO DE PADUA|2|DE ANTOFAGASTA|22|EL LO|2202|OLLAG|22|El Lo|2|1|2|2|7|7|7|265|289|303||||37|44|67||||1|1|1||||1|1|1|0|20200807|final20200811v2
