AGNO;RBD;DGV_RBD;NOM_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;COD_REG_RBD;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;ESTADO_ESTAB;MAT_HOM_1;MAT_MUJ_1;MAT_ENS_1;MAT_SI_2;MAT_HOM_2;MAT_MUJ_2;MAT_ENS_2;MAT_HOM_3;MAT_MUJ_3;MAT_ENS_3;MAT_HOM_4;MAT_MUJ_4;MAT_ENS_4;MAT_HOM_5;MAT_MUJ_5;MAT_ENS_5;MAT_HOM_6;MAT_MUJ_6;MAT_ENS_6;MAT_HOM_7;MAT_MUJ_7;MAT_ENS_7;MAT_HOM_8;MAT_MUJ_8;MAT_ENS_8;MAT_HOM_TOT;MAT_MUJ_TOT;MAT_SI_TOT;MAT_TOTAL;CUR_SIM_01;CUR_SIM_02;CUR_SIM_03;CUR_SIM_04;CUR_SIM_05;CUR_SIM_06;CUR_SIM_07;CUR_SIM_08;CUR_SIM_TOT;CUR_COMB_01;CUR_COMB_02;CUR_COMB_TOT
2019;1;9;LICEO POLITECNICO ARICA;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232;146;378;143;145;288;375;291;0;666;0;0;0;0;0;0;18;16;34;0;0;0
2019;2;7;PARVULARIO LAS ESPIGUITAS;2;1;0;15;151;15101;ARICA;151;ARICA;1;106;105;211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;105;0;211;8;0;0;0;0;0;0;0;8;0;0;0
2019;3;5;ESC. PEDRO VICENTE GUTIERREZ TORRES;2;1;1;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;329;78;407;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;334;78;0;412;0;0;41;0;0;2;0;0;43;0;0;0
2019;4;3;LICEO OCTAVIO PALMA PEREZ;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;450;527;977;0;0;0;0;0;0;0;0;0;450;527;0;977;0;0;0;0;27;0;0;0;27;0;0;0
2019;5;1;JOVINA NARANJO FERNANDEZ;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;155;115;270;0;0;0;0;0;0;271;279;550;97;75;172;0;0;0;0;0;0;523;469;0;992;0;8;0;0;16;5;0;0;29;0;0;0
2019;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;673;446;1119;0;0;0;673;446;0;1119;0;0;0;0;0;0;40;0;40;0;0;0
2019;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;2;1;0;15;151;15101;ARICA;151;ARICA;1;33;22;55;0;152;125;277;0;0;0;0;0;0;172;145;317;0;0;0;0;0;0;0;0;0;357;292;0;649;2;8;0;0;12;0;0;0;22;0;0;0
2019;9;4;ESCUELA REPUBLICA DE ISRAEL;2;1;0;15;151;15101;ARICA;151;ARICA;1;100;99;199;0;682;609;1291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;782;708;0;1490;7;35;0;0;0;0;0;0;42;0;0;0
2019;10;8;ESCUELA REPUBLICA DE FRANCIA;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;31;31;0;0;150;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181;0;181;0;8;0;0;0;0;0;0;8;1;0;1
2019;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;2;1;0;15;151;15101;ARICA;151;ARICA;1;24;28;52;0;181;132;313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205;160;0;365;2;12;0;0;0;0;0;0;14;0;0;0
2019;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;2;1;0;15;151;15101;ARICA;151;ARICA;1;23;25;48;0;144;122;266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167;147;0;314;2;9;0;0;0;0;0;0;11;0;0;0
2019;13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA;2;1;0;15;151;15101;ARICA;151;ARICA;1;21;15;36;0;139;99;238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;114;0;274;2;8;0;0;0;0;0;0;10;0;0;0
2019;14;0;ESCUELA ROMULO J. PENA MATURANA;2;1;0;15;151;15101;ARICA;151;ARICA;1;26;33;59;0;152;118;270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178;151;0;329;2;8;0;0;0;0;0;0;10;0;0;0
2019;15;9;LICEO ARTISTICO DR. JUAN NOE CREVANI;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;118;154;272;0;0;0;0;0;0;67;60;127;0;0;0;0;0;0;0;0;0;185;214;0;399;0;8;0;0;4;0;0;0;12;0;0;0
2019;16;7;ESCUELA REGIMIENTO RANCAGUA;2;1;0;15;151;15101;ARICA;151;ARICA;1;30;17;47;0;163;81;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193;98;0;291;2;8;0;0;0;0;0;0;10;0;0;0
2019;17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;2;1;0;15;151;15101;ARICA;151;ARICA;1;39;33;72;0;156;158;314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;191;0;386;3;10;0;0;0;0;0;0;13;0;0;0
2019;18;3;ESC. COMTE. JUAN JOSE SAN MARTIN;2;1;0;15;151;15101;ARICA;151;ARICA;1;24;16;40;0;177;129;306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;145;0;346;2;12;0;0;0;0;0;0;14;0;0;0
2019;19;1;ESC. HUMBERTO VALENZUELA GARCIA;2;1;0;15;151;15101;ARICA;151;ARICA;1;24;27;51;0;144;109;253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;136;0;304;2;8;0;0;0;0;0;0;10;0;0;0
2019;20;5;ESCUELA TUCAPEL;2;1;0;15;151;15101;ARICA;151;ARICA;1;37;34;71;0;217;173;390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;207;0;461;4;16;0;0;0;0;0;0;20;0;0;0
2019;21;3;ESCUELA CARLOS GUIRAO MASSIF;2;1;0;15;151;15101;ARICA;151;ARICA;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;22;1;ESCUELA GABRIELA MISTRAL;2;1;0;15;151;15101;ARICA;151;ARICA;1;79;65;144;0;438;369;807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;517;434;0;951;7;24;0;0;0;0;0;0;31;0;0;0
2019;25;6;COLEGIO CENTENARIO DE ARICA;2;1;0;15;151;15101;ARICA;151;ARICA;1;40;34;74;0;260;207;467;0;0;0;0;0;0;82;64;146;0;0;0;0;0;0;0;0;0;382;305;0;687;4;16;0;0;6;0;0;0;26;0;0;0
2019;26;4;ESCUELA REPUBLICA DE ARGENTINA;2;1;0;15;151;15101;ARICA;151;ARICA;1;23;14;37;0;113;99;212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;113;0;249;2;8;0;0;0;0;0;0;10;0;0;0
2019;27;2;ESCUELA ESMERALDA;2;1;0;15;151;15101;ARICA;151;ARICA;1;15;15;30;0;160;103;263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;118;0;293;0;8;0;0;0;0;0;0;8;1;0;1
2019;28;0;ESCUELA RICARDO SILVA ARRIAGADA;2;1;0;15;151;15101;ARICA;151;ARICA;1;31;30;61;0;193;169;362;57;53;110;0;0;0;0;0;0;153;152;305;0;0;0;0;0;0;434;404;0;838;2;12;4;0;0;8;0;0;26;0;0;0
2019;29;9;ESCUELA AMERICA;2;1;0;15;151;15101;ARICA;151;ARICA;1;44;36;80;0;234;194;428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278;230;0;508;4;16;0;0;0;0;0;0;20;0;0;0
2019;30;2;ESCUELA DR. RICARDO OLEA GUERRA;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;0;0;102;72;174;0;0;0;0;0;0;0;0;0;0;0;0;102;72;0;174;0;0;0;20;0;0;0;0;20;0;0;0
2019;31;0;ESCUELA DARIO SALAS DIAZ;2;1;1;15;151;15101;ARICA;151;ARICA;1;47;37;84;0;160;169;329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;206;0;413;4;8;0;0;0;0;0;0;12;0;0;0
2019;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;2;1;1;15;151;15101;ARICA;151;ARICA;1;66;56;122;0;254;226;480;0;0;0;0;0;0;0;0;0;0;0;0;76;60;136;0;0;0;396;342;0;738;4;14;0;0;0;0;5;0;23;0;0;0
2019;33;7;ESCUELA CARLOS CONDELL DE LA HAZA;2;1;1;15;151;15101;ARICA;151;ARICA;1;22;19;41;0;81;81;162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;100;0;203;2;8;0;0;0;0;0;0;10;0;0;0
2019;35;3;ESCUELA GRAL. MANUEL BAQUEDANO;2;1;1;15;151;15101;ARICA;151;ARICA;1;20;15;35;0;42;35;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;50;0;112;0;0;0;0;0;0;0;0;0;1;3;4
2019;36;1;ESCUELA IGNACIO CARRERA PINTO;2;1;0;15;151;15101;ARICA;151;ARICA;1;31;21;52;0;124;131;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155;152;0;307;2;8;0;0;0;0;0;0;10;0;0;0
2019;38;8;ESCUELA ESPAÑA;2;1;1;15;151;15101;ARICA;151;ARICA;1;56;28;84;0;230;209;439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;286;237;0;523;4;14;0;0;0;0;0;0;18;0;0;0
2019;39;6;ESCUELA PAMPA ALGODONAL;2;1;1;15;151;15101;ARICA;151;ARICA;1;6;4;10;0;35;31;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;35;0;76;1;1;0;0;0;0;0;0;2;0;2;2
2019;41;8;ESCUELA VALLE DE CHACA;2;1;1;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;14;23;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;23;0;37;0;0;0;0;0;0;0;0;0;0;1;1
2019;42;6;ESCUELA MOLINOS LLUTA;2;1;1;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;8;10;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;10;0;18;0;6;0;0;0;0;0;0;6;0;0;0
2019;43;4;JARDIN INFANTIL CEPILLIN;3;2;0;15;151;15101;ARICA;151;ARICA;1;12;11;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;11;0;23;2;0;0;0;0;0;0;0;2;0;0;0
2019;44;2;JARDIN INFANTIL PEQUENILANDIA;3;2;0;15;151;15101;ARICA;151;ARICA;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;45;0;COLEGIO ITALIANO SANTA ANA;3;2;0;15;151;15101;ARICA;151;ARICA;1;0;93;93;0;0;534;534;0;0;0;0;0;0;0;271;271;0;0;0;0;0;0;0;0;0;0;898;0;898;4;16;0;0;8;0;0;0;28;0;0;0
2019;46;9;JARDIN INFANTIL SAN ANDRES;3;2;0;15;151;15101;ARICA;151;ARICA;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;47;7;J.  I. KURUMI;4;3;0;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;49;3;JARDIN INFANTIL PADRE LUIS GALLARDO;3;2;0;15;151;15101;ARICA;151;ARICA;1;18;16;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;16;0;34;0;0;0;0;0;0;0;0;0;2;0;2
2019;50;7;COLEGIO ADVENTISTA DE ARICA;3;2;0;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;172;187;359;0;0;0;0;0;0;102;116;218;0;0;0;0;0;0;0;0;0;274;303;0;577;0;8;0;0;5;0;0;0;13;0;0;0
2019;51;5;ESCUELA PARTICULAR REPÚBLICA DEL ECUADOR;3;2;0;15;151;15101;ARICA;151;ARICA;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;52;3;LICEO DOMINGO SANTA MARIA;3;2;0;15;151;15101;ARICA;151;ARICA;1;190;220;410;0;894;943;1837;0;0;0;24;25;49;664;617;1281;0;0;0;230;227;457;0;0;0;2002;2032;0;4034;11;44;0;4;29;0;11;0;99;0;0;0
2019;55;8;JARDIN INFANTIL MONTESSORI GARDEN;3;2;0;15;151;15101;ARICA;151;ARICA;1;75;59;134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;59;0;134;5;0;0;0;0;0;0;0;5;0;0;0
2019;56;6;COLEGIO SAN MARCOS DE ARICA;3;2;0;15;151;15101;ARICA;151;ARICA;1;27;23;50;0;315;315;630;0;0;0;0;0;0;148;156;304;0;0;0;0;0;0;0;0;0;490;494;0;984;2;16;0;0;8;0;0;0;26;0;0;0
2019;57;4;JARDIN INFANTIL ZORZALITO;3;2;0;15;151;15101;ARICA;151;ARICA;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;58;2;JARDIN INFANTIL PETETE J.M. BORGOÐO;3;2;0;15;151;15101;ARICA;151;ARICA;1;15;14;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;14;0;29;4;0;0;0;0;0;0;0;4;0;0;0
2019;59;0;COLEGIO SAN JORGE;4;3;0;15;151;15101;ARICA;151;ARICA;1;29;39;68;0;145;132;277;0;0;0;0;0;0;75;85;160;0;0;0;0;0;0;0;0;0;249;256;0;505;3;16;0;0;8;0;0;0;27;0;0;0
2019;60;4;COLEGIO ALEMAN DE ARICA;3;2;0;15;151;15101;ARICA;151;ARICA;1;62;72;134;0;268;272;540;0;0;0;0;0;0;158;166;324;0;0;0;0;0;0;0;0;0;488;510;0;998;4;15;0;0;8;0;0;0;27;0;0;0
2019;65;5;J.  I.  SOLDADITO DE PLOMO;4;3;0;15;151;15101;ARICA;151;ARICA;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;66;3;JARDIN INFANTIL PLUTO;3;2;0;15;151;15101;ARICA;151;ARICA;1;8;7;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;7;0;15;2;0;0;0;0;0;0;0;2;1;0;1
2019;67;1;ABRAHAM LINCOLN SCHOOL;3;2;0;15;151;15101;ARICA;151;ARICA;1;24;14;38;0;245;254;499;0;0;0;0;0;0;75;74;149;0;0;0;0;0;0;0;0;0;344;342;0;686;2;16;0;0;4;0;0;0;22;0;0;0
2019;69;8;JUNIOR COLLEGE;4;3;0;15;151;15101;ARICA;151;ARICA;1;33;38;71;0;240;284;524;0;0;0;0;0;0;108;90;198;0;0;0;0;0;0;0;0;0;381;412;0;793;4;25;0;0;8;0;0;0;37;0;0;0
2019;70;1;ESCUELA VALLE DE ESQUINA;2;1;1;15;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;3;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;7;0;0;0;0;0;0;0;0;0;0;1;1
2019;72;8;LICEO VALLE DE CODPA;2;1;1;15;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;35;12;47;0;0;0;0;0;0;0;0;0;0;0;0;13;6;19;0;0;0;48;18;0;66;0;2;0;0;0;0;4;0;6;0;2;2
2019;73;6;ESCUELA VALLE DE COBIJA;2;1;1;15;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0
2019;74;4;ESCUELA VALLE DE CAMARONES;2;1;1;15;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;5;6;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;0;11;0;0;0;0;0;0;0;0;0;0;1;1
2019;75;2;ESCUELA VALLE DE GUANACAGUA;2;1;1;15;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0
2019;76;0;ESCUELA VALLE DE CUYA;2;1;1;15;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;4;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;8;0;2;0;0;0;0;0;0;2;0;1;1
2019;78;7;LICEO GRANADEROS;2;1;1;15;152;15201;PUTRE;151;ARICA;1;20;10;30;0;68;60;128;0;0;0;0;0;0;0;0;0;0;0;0;37;24;61;0;0;0;125;94;0;219;0;8;0;0;0;0;4;0;12;1;0;1
2019;79;5;ESCUELA EL MARQUEZ;2;1;1;15;152;15201;PUTRE;151;ARICA;1;0;0;0;0;12;6;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;6;0;18;0;0;0;0;0;0;0;0;0;0;2;2
2019;81;7;ESCUELA PAYACHATAS;2;1;1;15;152;15201;PUTRE;151;ARICA;1;0;0;0;0;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;3;0;0;0;0;0;0;0;0;0;0;1;1
2019;82;5;ESCUELA SAN FRANCISCO DE ASIS;2;1;1;15;152;15201;PUTRE;151;ARICA;1;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;2;0;0;0;0;0;0;2;0;0;0
2019;83;3;ESCUELA COTA COTANI;2;1;1;15;152;15201;PUTRE;151;ARICA;1;0;0;0;0;6;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;8;0;2;0;0;0;0;0;0;2;0;1;1
2019;84;1;ESCUELA LOS ALAMOS;2;1;1;15;152;15201;PUTRE;151;ARICA;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0
2019;86;8;ESCUELA SAN SANTIAGO DE BELEN;2;1;1;15;152;15201;PUTRE;151;ARICA;1;0;0;0;0;4;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;8;0;5;0;0;0;0;0;0;5;0;0;0
2019;87;6;ESCUELA ANCOLACANE;2;1;1;15;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0
2019;88;4;ESCUELA ALCERRECA;2;1;1;15;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;1;0;0;0;0;0;0;1;0;1;1
2019;89;2;ESCUELA HUMAPALCA;2;1;1;15;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1
2019;90;6;ESCUELA INTERNADO VISVIRI;2;1;1;15;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;17;13;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;13;0;30;0;2;0;0;0;0;0;0;2;0;1;1
2019;91;4;ESCUELA COSAPILLA;2;1;1;15;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;4;0;1;0;0;0;0;0;0;1;0;1;1
2019;92;2;ESCUELA CHISLLUMA;2;1;1;15;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;4;0;0;0;0;0;0;0;0;0;0;1;1
2019;93;0;ESCUELA CHUJLLUTA;2;1;1;15;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;4;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;5;0;0;0;0;0;0;0;0;0;0;1;1
2019;94;9;ESCUELA GUACOYO;2;1;1;15;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;1;0;0;0;0;0;0;1;0;1;1
2019;95;7;ESCUELA COLPITAS;2;1;1;15;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;0;0;0;0;0;0;1;0;1;1
2019;97;3;INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;176;356;0;0;0;180;176;0;356;0;0;0;0;0;0;15;0;15;0;0;0
2019;98;1;CENTRO DE DIAGNOSTICO;3;2;0;1;11;1101;IQUIQUE;11;IQUIQUE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;100;7;ESCUELA;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;101;5;HOGAR ESTUDIANTIL;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;102;3;ESC.EDUC.ESPECIAL FLOR DEL INCA;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;0;0;0;0;0;55;39;94;0;0;0;0;0;0;0;0;0;0;0;0;55;39;0;94;0;0;0;13;0;0;0;0;13;0;0;0
2019;103;1;ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;153;224;377;0;0;0;0;0;0;70;80;150;0;0;0;0;0;0;0;0;0;223;304;0;527;0;12;0;0;5;0;0;0;17;0;0;0
2019;105;8;CENTRO DE CAPACITACION LABORAL;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;0;0;0;0;0;55;22;77;0;0;0;0;0;0;0;0;0;0;0;0;55;22;0;77;0;0;0;8;0;0;0;0;8;0;0;0
2019;106;6;INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL;5;4;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;23;20;43;0;0;0;0;0;0;132;54;186;0;0;0;128;46;174;0;0;0;283;120;0;403;0;2;0;0;7;0;7;0;16;0;0;0
2019;107;4;LICEO LIBERT. GRAL.BERNARDO O´HIGGINS;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;36;29;65;0;0;0;0;0;0;193;222;415;0;0;0;0;0;0;0;0;0;229;251;0;480;0;2;0;0;16;0;0;0;18;0;0;0
2019;108;2;LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;281;206;487;0;0;0;281;206;0;487;0;0;0;0;0;0;21;0;21;0;0;0
2019;109;0;COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;197;83;280;0;0;0;0;0;0;98;78;176;0;0;0;77;171;248;0;0;0;372;332;0;704;0;8;0;0;6;0;11;0;25;0;0;0
2019;110;4;LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;74;60;134;0;282;280;562;0;0;0;0;0;0;131;140;271;0;0;0;0;0;0;0;0;0;487;480;0;967;4;16;0;0;8;0;0;0;28;0;0;0
2019;111;2;ESCUELA GABRIELA MISTRAL;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;63;80;143;0;267;239;506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;330;319;0;649;4;15;0;0;0;0;0;0;19;0;0;0
2019;112;0;ESCUELA EDUARDO LLANOS;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;55;46;101;0;308;252;560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;363;298;0;661;3;16;0;0;0;0;0;0;19;0;0;0
2019;113;9;ESCUELA ALMIRANTE PATRICIO LYNCH;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;79;55;134;0;446;343;789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;525;398;0;923;4;24;0;0;0;0;0;0;28;0;0;0
2019;114;7;ESCUELA PLACIDO VILLARROEL;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;34;33;67;0;272;218;490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;306;251;0;557;2;15;0;0;0;0;0;0;17;0;0;0
2019;115;5;ESCUELA JAVIERA CARRERA VERDUGO;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;116;3;COLEGIO REPUBLICA DE CROACIA;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;76;61;137;0;274;262;536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;323;0;673;4;16;0;0;0;0;0;0;20;0;0;0
2019;117;1;ESCUELA PAULA JARAQUEMADA ALQUIZAR;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;48;50;98;0;272;237;509;0;0;0;31;13;44;0;0;0;0;0;0;0;0;0;0;0;0;351;300;0;651;3;14;0;4;0;0;0;0;21;0;0;0
