AGNO;RBD;DGV_RBD;NOM_RBD;COD_REG_RBD;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;ESTADO_ESTAB;CONVENIO_SEP;AÑO_INGRESO_SEP;CLASIFICACION_SEP;EE_GRATUITO;N_PRIO;N_PRIO_BEN;N_PREF;N_PREF_BEN;N_BEN
2019;4281;1;ESCUELA PARTICULAR RURAL LOS COPIHUES;8;83;8301;LOS ÁNGELES;82;BIOBÍO;3;2;1;1;1;2008;EMERGENTE;1;51;51;6;6;57
2019;4285;4;LICEO ALEMAN DEL VERBO DIVINO;8;83;8301;LOS ÁNGELES;82;BIOBÍO;4;3;0;1;0; ; ;0;20;0;69;0;0
2019;4286;2;COLEGIO ALEMAN LOS ANGELES;8;83;8301;LOS ÁNGELES;82;BIOBÍO;4;3;0;1;0; ; ;0;10;0;7;0;0
2019;4287;0;LICEO AGRÍCOLA Y FORESTAL EL HUERTÓN;8;83;8301;LOS ÁNGELES;82;BIOBÍO;5;4;0;1;0; ; ;1;349;0;111;0;0
2019;4288;9;LICEO POLITÉCNICO GENERAL OSCAR BONILLA BRADANOV;8;83;8303;CABRERO;82;BIOBÍO;2;1;0;1;1;2013;EMERGENTE;1;464;444;181;179;623
2019;4289;7;LICEO MANUEL ARÍSTIDES ZAÑARTU;8;83;8303;CABRERO;82;BIOBÍO;2;1;0;1;1;2013;EMERGENTE;1;401;392;192;188;580
2019;4290;0;ESCUELA CHARRUA;8;83;8303;CABRERO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;95;95;33;33;128
2019;4292;7;ESCUELA SALTO EL LAJA;8;83;8303;CABRERO;82;BIOBÍO;2;1;1;1;1;2008;AUTONOMA;1;190;190;71;71;261
2019;4295;1;ESCUELA PILLANCO;8;83;8303;CABRERO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;13;13;2;2;15
2019;4297;8;ESCUELA LAS OBRAS;8;83;8303;CABRERO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;12;12;1;1;13
2019;4298;6;ESCUELA EL MANZANO;8;83;8303;CABRERO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;3;3;0;0;3
2019;4299;4;ESCUELA EL PARAISO;8;83;8303;CABRERO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;8;8;0;0;8
2019;4300;1;ESCUELA LOMAS DE ANGOL;8;83;8303;CABRERO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;5;5;2;2;7
2019;4302;8;ESCUELA COLICHEU;8;83;8303;CABRERO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;12;12;2;2;14
2019;4303;6;ESCUELA LOS CAULLES;8;83;8303;CABRERO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;2;2;0;0;2
2019;4304;4;ESCUELA LOS LEONES;8;83;8303;CABRERO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;5;5;2;2;7
2019;4305;2;HACIENDA MONTE ÁGUILA;8;83;8303;CABRERO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;7;7;1;1;8
2019;4306;0;ESCUELA EL PROGRESO;8;83;8303;CABRERO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;24;24;7;7;31
2019;4307;9;COLEGIO SAN JOSE;8;83;8303;CABRERO;82;BIOBÍO;3;2;0;1;1;2008;AUTONOMA;1;503;503;467;467;970
2019;4308;7;COLEGIO ABEL INOSTROZA GUTIERREZ;8;83;8303;CABRERO;82;BIOBÍO;3;2;0;1;1;2008;AUTONOMA;1;148;148;109;109;257
2019;4309;5;LICEO DE HUEPIL;8;83;8312;TUCAPEL;82;BIOBÍO;2;1;0;1;1;2013;EMERGENTE;1;232;227;71;70;297
2019;4310;9;LICEO TUCAPEL;8;83;8312;TUCAPEL;82;BIOBÍO;2;1;0;1;1;2008;EMERGENTE;1;279;263;62;60;323
2019;4311;7;ESCUELA LOS AVELLANOS;8;83;8312;TUCAPEL;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;79;79;16;16;95
2019;4312;5;ESCUELA ALEJANDRO PEREZ URBANO;8;83;8312;TUCAPEL;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;99;99;24;24;123
2019;4314;1;ESCUELA LAS HIJUELAS;8;83;8312;TUCAPEL;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;2;2;0;0;2
2019;4317;6;ESCUELA LOS AROMOS;8;83;8312;TUCAPEL;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;15;15;1;1;16
2019;4321;4;ESCUELA LOMAS DE TUCAPEL;8;83;8312;TUCAPEL;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;4;4;1;1;5
2019;4323;0;ESCUELA LA COLONIA;8;83;8312;TUCAPEL;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;1;1;0;0;1
2019;4324;9;LICEO DOCTOR VÍCTOR RÍOS RUIZ;8;83;8302;ANTUCO;82;BIOBÍO;2;1;0;1;1;2008;EMERGENTE;1;415;411;107;107;518
2019;4327;3;ESCUELA VOLCAN ANTUCO;8;83;8302;ANTUCO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;20;20;3;3;23
2019;4328;1;ESCUELA BASICA CERRO PILQUE;8;83;8302;ANTUCO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;8;8;2;2;10
2019;4330;3;ESCUELA OLGA RIOS DE PINOCHET;8;83;8302;ANTUCO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;23;23;7;7;30
2019;4331;1;LICEO FRANCISCO BASCUNAN GUERRERO;8;83;8309;QUILLECO;82;BIOBÍO;2;1;0;1;1;2008;EMERGENTE;1;387;387;123;123;510
2019;4333;8;LICEO ISABEL RIQUELME;8;83;8309;QUILLECO;82;BIOBÍO;2;1;0;1;1;2008;EMERGENTE;1;261;261;99;99;360
2019;4334;6;ESCUELA BASICA VILLA MERCEDES;8;83;8309;QUILLECO;82;BIOBÍO;2;1;0;1;1;2008;EMERGENTE;1;155;155;37;37;192
2019;4335;4;ESCUELA BASICA NUEVO AMANECER;8;83;8309;QUILLECO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;4;4;0;0;4
2019;4337;0;ESCUELA BASICA LA HOYADA;8;83;8309;QUILLECO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;4;4;1;1;5
2019;4338;9;ESCUELA BASICA CANICURA;8;83;8309;QUILLECO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;12;12;1;1;13
2019;4339;7;ESCUELA BASICA CENTINELA;8;83;8309;QUILLECO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;3;3;0;0;3
2019;4340;0;ESCUELA PROFESORA ALBERTINA SÁNCHEZ VALENZUELA;8;83;8309;QUILLECO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;5;5;0;0;5
2019;4341;9;ESCUELA LAS ARENAS;8;83;8309;QUILLECO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;4;4;3;3;7
2019;4342;7;ESCUELA ERMINDA GOMEZ DE POLIC.;8;83;8309;QUILLECO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;8;8;0;0;8
2019;4345;1;ESCUELA BASICA RIO PARDO;8;83;8309;QUILLECO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;5;5;1;1;6
2019;4347;8;ESCUELA BLANCA ESTRELLA;8;83;8309;QUILLECO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;3;3;1;1;4
2019;4348;6;ESCUELA BASICA EL ESFUERZO;8;83;8309;QUILLECO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;43;43;5;5;48
2019;4352;4;ESCUELA BÁSICA ENRIQUE BERNSTEIN CARABANTES;8;83;8311;SANTA BÁRBARA;82;BIOBÍO;2;1;0;1;1;2008;EMERGENTE;1;265;260;34;34;294
2019;4353;2;LICEO CARDENAL ANTONIO SAMORE;8;83;8311;SANTA BÁRBARA;82;BIOBÍO;2;1;0;1;1;2013;EMERGENTE;1;333;324;79;76;400
2019;4354;0;ESCUELA DE CONCENTRACIÓN FRONTERIZA RALCO ALTO BIOBÍO;8;83;8314;ALTO BIOBÍO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;328;328;34;34;362
2019;4355;9;ESCUELA DE EDUCACIÓN GENERAL BÁSICA EL HUACHI;8;83;8311;SANTA BÁRBARA;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;54;54;5;5;59
2019;4356;7;ESCUELA LOS BOLDOS;8;83;8311;SANTA BÁRBARA;82;BIOBÍO;2;1;1;1;1;2008;RECUPERACION;1;67;67;16;16;83
2019;4357;5;ESCUELA BASICA VILLACURA;8;83;8311;SANTA BÁRBARA;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;55;55;8;8;63
2019;4358;3;ESCUELA MARIANO PUGA VEGA;8;83;8311;SANTA BÁRBARA;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;119;119;18;18;137
2019;4359;1;ESCUELA BASICA MANIL;8;83;8311;SANTA BÁRBARA;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;77;77;6;6;83
2019;4361;3;ESCUELA BASICA CORCOVADO;8;83;8311;SANTA BÁRBARA;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;24;24;0;0;24
2019;4365;6;ESCUELA RINCONADA;8;83;8311;SANTA BÁRBARA;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;13;13;4;4;17
2019;4368;0;ESCUELA LOS NOTROS;8;83;8311;SANTA BÁRBARA;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;16;16;3;3;19
2019;4372;9;ESCUELA QUILLAILEO;8;83;8311;SANTA BÁRBARA;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;32;32;2;2;34
2019;4374;5;ESCUELA BASICA PITRIL;8;83;8314;ALTO BIOBÍO;82;BIOBÍO;2;1;1;1;1;2008;RECUPERACION;1;121;121;1;1;122
2019;4375;3;ESCUELA RALCO LEPOY;8;83;8314;ALTO BIOBÍO;82;BIOBÍO;2;1;1;1;1;2008;RECUPERACION;1;169;169;0;0;169
2019;4379;6;ESCUELA CALLAQUI;8;83;8314;ALTO BIOBÍO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;130;130;2;2;132
2019;4381;8;CENTRO DE LENGUAJE Y APRENDIZAJE;8;83;8311;SANTA BÁRBARA;82;BIOBÍO;3;2;0;1;0; ; ;1;36;0;2;0;0
2019;4382;6;COLEGIO SANTA BARBARA;8;83;8311;SANTA BÁRBARA;82;BIOBÍO;3;2;0;1;1;2008;EMERGENTE;1;430;430;149;149;579
2019;4386;9;ESCUELA PARTICULAR EDGARDO SOLAR ACUÑA;8;83;8314;ALTO BIOBÍO;82;BIOBÍO;3;2;1;1;1;2008;EMERGENTE;1;20;20;0;0;20
2019;4387;7;ESCUELA LAS PARCELAS;8;83;8301;LOS ÁNGELES;82;BIOBÍO;3;2;1;1;1;2008;EMERGENTE;1;116;116;13;13;129
2019;4389;3;ESCUELA PARTICULAR TRAPA TRAPA;8;83;8314;ALTO BIOBÍO;82;BIOBÍO;3;2;1;1;1;2008;RECUPERACION;1;77;77;0;0;77
2019;4391;5;ESCUELA EL CASTILLO;8;83;8311;SANTA BÁRBARA;82;BIOBÍO;3;2;1;1;1;2008;EMERGENTE;1;69;69;9;9;78
2019;4392;3;INSTITUTO VALLE DEL SOL QUILACO;8;83;8308;QUILACO;82;BIOBÍO;2;1;0;1;1;2008;EMERGENTE;1;257;257;42;42;299
2019;4393;1;ESCUELA BASICA RUCALHUE;8;83;8308;QUILACO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;28;28;4;4;32
2019;4395;8;ESCUELA BASICA CERRO EL PADRE;8;83;8308;QUILACO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;3;3;0;0;3
2019;4396;6;ESCUELA BASICA CAMPAMENTO;8;83;8308;QUILACO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;18;18;1;1;19
2019;4397;4;ESCUELA BASICA DANICALQUI;8;83;8308;QUILACO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;7;7;1;1;8
2019;4398;2;ESCUELA BASICA DE BELLAVISTA;8;83;8308;QUILACO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;2;2;0;0;2
2019;4402;4;ESCUELA BASICA LONCOPANGUE;8;83;8308;QUILACO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;36;36;4;4;40
2019;4403;2;ESCUELA DE ADULTOS RIO SUR;8;83;8305;MULCHÉN;82;BIOBÍO;2;1;0;1;0; ; ;1;5;0;0;0;0
2019;4404;0;LICEO MIGUEL ÁNGEL CERDA LEIVA;8;83;8305;MULCHÉN;82;BIOBÍO;2;1;0;1;1;2013;EMERGENTE;1;361;361;246;246;607
2019;4405;9;ESCUELA BLANCO ENCALADA;8;83;8305;MULCHÉN;82;BIOBÍO;2;1;0;1;1;2008;EMERGENTE;1;344;344;126;126;470
2019;4406;7;ESCUELA BASICA MULCHEN;8;83;8305;MULCHÉN;82;BIOBÍO;2;1;0;1;1;2008;EMERGENTE;1;404;404;249;249;653
2019;4407;5;ESCUELA IGNACIO VERDUGO CAVADA;8;83;8305;MULCHÉN;82;BIOBÍO;2;1;0;1;1;2008;EMERGENTE;1;193;193;50;50;243
2019;4408;3;LICEO CRISOL;8;83;8305;MULCHÉN;82;BIOBÍO;2;1;0;1;1;2008;EMERGENTE;1;360;360;70;70;430
2019;4409;1;ESCUELA SACERDOTE ALEJANDRO MANERA;8;83;8305;MULCHÉN;82;BIOBÍO;2;1;0;1;1;2008;EMERGENTE;1;204;204;78;78;282
2019;4410;5;ESCUELA BASICA VILLA LAS PENAS;8;83;8305;MULCHÉN;82;BIOBÍO;2;1;0;1;1;2008;EMERGENTE;1;237;237;33;33;270
2019;4412;1;ESCUELA ALHUELEMU;8;83;8305;MULCHÉN;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;23;23;0;0;23
2019;4414;8;ESCUELA BASICA MUNILQUE IZAURIETA;8;83;8305;MULCHÉN;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;36;36;2;2;38
2019;4417;2;ESCUELA BASICA SAN LUIS DE MALVEN;8;83;8305;MULCHÉN;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;13;13;0;0;13
2019;4419;9;ESCUELA BASICA BUREO;8;83;8305;MULCHÉN;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;8;8;0;0;8
2019;4421;0;ESCUELA BASICA PILGUEN;8;83;8305;MULCHÉN;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;6;6;0;0;6
2019;4426;1;ESCUELA BASICA EL PARRON;8;83;8305;MULCHÉN;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;5;5;3;3;8
2019;4432;6;ESCUELA BASICA EL EDEN;8;83;8305;MULCHÉN;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;9;9;3;3;12
2019;4433;4;ESCUELA BASICA RAPELCO;8;83;8305;MULCHÉN;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;8;8;1;1;9
2019;4435;0;ESCUELA BASICA LOS HINOJOS;8;83;8305;MULCHÉN;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;15;15;2;2;17
2019;4436;9;ESCUELA BASICA SANTA ADRIANA;8;83;8305;MULCHÉN;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;11;11;1;1;12
2019;4437;7;ESCUELA BASICA AURORA DE ENERO;8;83;8305;MULCHÉN;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;17;17;4;4;21
2019;4441;5;ESCUELA BASICA CASAS DE PILE;8;83;8305;MULCHÉN;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;29;29;1;1;30
2019;4443;1;ESCUELA SAN BERNARDINO DE SENA;8;83;8305;MULCHÉN;82;BIOBÍO;3;2;0;1;1;2008;AUTONOMA;1;283;283;58;58;341
2019;4446;6;LICEO POLIVALENTE LA FRONTERA;8;83;8307;NEGRETE;82;BIOBÍO;2;1;0;1;1;2008;EMERGENTE;1;742;735;196;194;929
2019;4447;4;ESCUELA BASICA RIHUE;8;83;8307;NEGRETE;82;BIOBÍO;2;1;1;1;1;2008;AUTONOMA;1;124;124;32;32;156
2019;4448;2;ESCUELA BASICA VILLA COIGUE;8;83;8307;NEGRETE;82;BIOBÍO;2;1;0;1;1;2008;EMERGENTE;1;144;144;46;46;190
2019;4449;0;ESCUELA BASICA VAQUERIA;8;83;8307;NEGRETE;82;BIOBÍO;2;1;1;1;1;2008;AUTONOMA;1;157;157;31;31;188
2019;4451;2;LICEO POLIVALENTE MUNICIPAL DE NACIMIENTO;8;83;8306;NACIMIENTO;82;BIOBÍO;2;1;0;1;1;2013;EMERGENTE;1;599;591;302;302;893
2019;4452;0;ESCUELA EL SABER;8;83;8306;NACIMIENTO;82;BIOBÍO;2;1;0;1;1;2008;AUTONOMA;1;421;421;258;258;679
2019;4453;9;ESCUELA OSCAR GUERRERO QUINSAC;8;83;8306;NACIMIENTO;82;BIOBÍO;2;1;0;1;1;2008;EMERGENTE;1;183;172;39;35;207
2019;4454;7;ESCUELA CANADA;8;83;8306;NACIMIENTO;82;BIOBÍO;2;1;0;1;1;2008;EMERGENTE;1;334;334;170;170;504
2019;4455;5;ESCUELA TOQUI LAUTARO;8;83;8306;NACIMIENTO;82;BIOBÍO;2;1;0;1;1;2008;AUTONOMA;1;366;366;106;106;472
2019;4456;3;ESCUELA BASICA DOLLINCO;8;83;8306;NACIMIENTO;82;BIOBÍO;2;1;1;1;1;2008;AUTONOMA;1;70;70;4;4;74
2019;4459;8;ESCUELA SAN RAMON;8;83;8306;NACIMIENTO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;4;4;0;0;4
2019;4462;8;ESCUELA BASICA EL PERAL;8;83;8306;NACIMIENTO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;2;2;1;1;3
2019;4466;0;ESCUELA VÍCTOR MANUEL BELTRÁN CARRIMÁN;8;83;8306;NACIMIENTO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;3;3;2;2;5
2019;4467;9;ESCUELA SANTA LUISA;8;83;8306;NACIMIENTO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;5;5;0;0;5
2019;4469;5;ESCUELA PALMILLA;8;83;8306;NACIMIENTO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;7;7;0;0;7
2019;4470;9;ESCUELA SAN FRANCISCO DE MILLAPOA;8;83;8306;NACIMIENTO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;4;4;0;0;4
2019;4471;7;ESCUELA CARRIZAL;8;83;8306;NACIMIENTO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;5;5;0;0;5
2019;4472;5;ESCUELA SAN ROQUE;8;83;8306;NACIMIENTO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;6;6;0;0;6
2019;4474;1;ESCUELA MILLAPOA DIUQUIN;8;83;8306;NACIMIENTO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;7;7;1;1;8
2019;4476;8;ESCUELA LOS GUINDOS ALTO;8;83;8306;NACIMIENTO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;3;3;0;0;3
2019;4478;4;ESCUELA LOS CASTANOS;8;83;8306;NACIMIENTO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;1;1;0;0;1
2019;4479;2;ESCUELA CHEQUENAL;8;83;8306;NACIMIENTO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;0;0;2;2;2
2019;4480;6;ESCUELA PARTICULAR EL CARRIZAL;8;83;8306;NACIMIENTO;82;BIOBÍO;3;2;1;1;1;2008;EMERGENTE;1;10;10;2;2;12
2019;4481;4;ESCUELA JOSE ABELARDO NUNEZ;8;83;8304;LAJA;82;BIOBÍO;2;1;0;1;1;2008;EMERGENTE;1;264;264;52;52;316
2019;4482;2;ESCUELA NIVEQUETEN;8;83;8304;LAJA;82;BIOBÍO;2;1;0;1;1;2008;EMERGENTE;1;464;464;286;286;750
2019;4483;0;LICEO POLITECNICO HEROES DE LA CONCEPCIÓN;8;83;8304;LAJA;82;BIOBÍO;2;1;0;1;1;2013;EMERGENTE;1;686;686;382;382;1068
2019;4484;9;ESCUELA BASICA LA COLONIA;8;83;8304;LAJA;82;BIOBÍO;2;1;1;1;1;2008;AUTONOMA;1;71;71;10;10;81
2019;4485;7;ESCUELA FRANCISCO PEDRO ZATTERA GUELFI;8;83;8304;LAJA;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;121;121;11;11;132
2019;4486;5;ESCUELA LAS CIÉNAGAS;8;83;8304;LAJA;82;BIOBÍO;2;1;1;1;1;2008;AUTONOMA;1;82;82;4;4;86
2019;4495;4;ESCUELA DIEGO JOSE BENAVENTE BUSTAMANTE;8;83;8304;LAJA;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;6;6;0;0;6
2019;4496;2;COLEGIO PARTICULAR SAN MAURICIO;8;83;8304;LAJA;82;BIOBÍO;3;2;0;1;1;2008;AUTONOMA;1;92;92;16;16;108
2019;4497;0;ESCUELA PARTICULAR ALFA Y OMEGA;8;83;8304;LAJA;82;BIOBÍO;3;2;0;1;1;2008;EMERGENTE;1;115;115;34;34;149
2019;4499;7;COLEGIO SAN JORGE;8;83;8304;LAJA;82;BIOBÍO;4;3;0;1;0; ; ;0;30;0;9;0;0
2019;4500;4;LICEO ISIDORA AGUIRRE TUPPER;8;83;8310;SAN ROSENDO;82;BIOBÍO;2;1;0;1;1;2013;EMERGENTE;1;254;254;72;72;326
2019;4502;0;ESCUELA BASICA TURQUIA;8;83;8310;SAN ROSENDO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;4;4;0;0;4
2019;4503;9;ESCUELA BASICA LOS CALLEJONES;8;83;8310;SAN ROSENDO;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;23;23;2;2;25
2019;4505;5;LICEO PADRE LUIS ALBERTO SALDES IRARRAZABAL;8;83;8313;YUMBEL;82;BIOBÍO;2;1;0;1;1;2013;EMERGENTE;1;214;214;63;63;277
2019;4506;3;ESCUELA HÉROES DE CHILE;8;83;8313;YUMBEL;82;BIOBÍO;2;1;0;1;1;2008;EMERGENTE;1;290;290;58;58;348
2019;4507;1;LICEO TÉCNICO PROFESIONAL GONZALO GUGLIELMI MONTIEL;8;83;8313;YUMBEL;82;BIOBÍO;2;1;0;1;1;2008;EMERGENTE;1;319;319;93;93;412
2019;4509;8;LICEO MUNICIPAL RIO CLARO;8;83;8313;YUMBEL;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;189;189;45;45;234
2019;4510;1;ESCUELA MUNICIPAL CAMBRALES;8;83;8313;YUMBEL;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;8;8;0;0;8
2019;4512;8;ESCUELA ENRIQUE PUFFE KIND;8;83;8313;YUMBEL;82;BIOBÍO;2;1;1;1;1;2008;AUTONOMA;1;59;59;19;19;78
2019;4513;6;ESCUELA PADRE PEDRO CAMPOS MENCHACA;8;83;8313;YUMBEL;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;85;85;22;22;107
2019;4514;4;ESCUELA MUNICIPAL RERE;8;83;8313;YUMBEL;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;39;39;7;7;46
2019;4517;9;ESCUELA MUNICIPAL CANCHILLAS;8;83;8313;YUMBEL;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;3;3;0;0;3
2019;4527;6;ESCUELA MUNICIPAL CERRO PARRA;8;83;8313;YUMBEL;82;BIOBÍO;2;1;1;1;1;2008;EMERGENTE;1;13;13;1;1;14
2019;4530;6;INSTITUTO SAN SEBASTIÁN BÁSICO.;8;83;8313;YUMBEL;82;BIOBÍO;3;2;0;1;1;2008;EMERGENTE;1;481;481;314;314;795
2019;4531;4;COLEGIO MARINA DE CHILE;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;2;1;0;1;1;2008;EMERGENTE;1;578;578;427;427;1005
2019;4533;0;LICEO TÉCNICO FEMENINO A-29 DE CONCEPCIÓN;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;5;4;0;1;0; ; ;1;567;0;153;0;0
2019;4534;9;LICEO COMERCIAL ENRIQUE OYARZUN MONDACA;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;5;4;0;1;0; ; ;1;775;0;350;0;0
2019;4535;7;LICEO INDUSTRIAL DE CONCEPCION;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;5;4;0;1;0; ; ;1;458;0;167;0;0
2019;4536;5;LICEO COMERCIAL FEMENINO DE CONCEPCION;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;5;4;0;1;0; ; ;1;226;0;74;0;0
2019;4540;3;ESCUELA PARVULARIA BLANCA ESTELA;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;2;1;0;1;1;2008;EMERGENTE;1;56;56;33;33;89
2019;4543;8;ESCUELA ESPECIAL CHILE ESPAÑA;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;2;1;0;1;0; ; ;1;62;0;17;0;0
2019;4544;6;ESCUELA NUEVO HORIZONTES;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;2;1;0;1;0; ; ;1;5;0;0;0;0
2019;4546;2;CENTRO INTEGRADO DE EDUCACIÓN ESPECIAL;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;2;1;0;1;0; ; ;1;54;0;24;0;0
2019;4548;9;COLEGIO BIOBÍO;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;2;1;0;1;1;2008;EMERGENTE;1;105;105;70;70;175
2019;4550;0;ESCUELA DIFERENCIAL PIERRE MENDES FRANCE;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;2;1;0;1;0; ; ;1;49;0;15;0;0
2019;4551;9;ESCUELA BÁSICA COMÚN HOSPITAL;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;2;1;0;1;0; ; ;1;16;0;7;0;0
2019;4553;5;LICEO DE NIÑAS;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;2;1;0;1;1;2013;EMERGENTE;1;365;365;246;246;611
2019;4554;3;LICEO ANDALIEN;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;2;1;0;1;1;2013;EMERGENTE;1;34;34;22;22;56
2019;4555;1;LICEO ENRIQUE MOLINA GARMENDIA;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;2;1;0;1;1;2013;EMERGENTE;1;175;175;144;144;319
2019;4557;8;LICEO POLIVALENTE EXPERIMENTAL LUCILA GODOY ALCAYAGA;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;2;1;0;1;1;2013;EMERGENTE;1;98;98;45;45;143
2019;4558;6;LICEO DE ADULTOS JOSÉ MANUEL BALMACEDA FERNÁNDEZ;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;2;1;0;1;0; ; ;1;80;0;24;0;0
