AGNO;RBD;DGV_RBD;NOM_RBD;COD_REG_RBD;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;ESTADO_ESTAB;CONVENIO_SEP;AÑO_INGRESO_SEP;CLASIFICACION_SEP;EE_GRATUITO;N_PRIO;N_PRIO_BEN;N_PREF;N_PREF_BEN;N_BEN
2019;1;9;LICEO POLITECNICO ARICA;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2013;RECUPERACION;1;382;280;88;59;339
2019;2;7;PARVULARIO LAS ESPIGUITAS;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2008;EMERGENTE;1;58;58;75;75;133
2019;3;5;ESC. PEDRO VICENTE GUTIERREZ TORRES;15;151;15101;ARICA;151;ARICA;2;1;1;1;0; ; ;1;48;0;0;0;0
2019;4;3;LICEO OCTAVIO PALMA PEREZ;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2013;EMERGENTE;1;534;534;313;313;847
2019;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2008;EMERGENTE;1;454;396;330;303;699
2019;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2013;EMERGENTE;1;809;809;222;222;1031
2019;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2008;EMERGENTE;1;362;362;149;149;511
2019;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2008;EMERGENTE;1;648;648;500;500;1148
2019;10;8;ESCUELA REPUBLICA DE FRANCIA;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2008;EMERGENTE;1;121;121;33;33;154
2019;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2008;EMERGENTE;1;295;295;45;45;340
2019;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2008;AUTONOMA;1;187;187;70;70;257
2019;13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2008;EMERGENTE;1;195;195;52;52;247
2019;14;0;ESCUELA ROMULO J. PENA MATURANA;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2008;EMERGENTE;1;164;164;41;41;205
2019;15;9;LICEO ARTISTICO DR. JUAN NOE CREVANI;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2008;EMERGENTE;1;206;206;136;136;342
2019;16;7;ESCUELA REGIMIENTO RANCAGUA;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2008;EMERGENTE;1;167;167;46;46;213
2019;17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2008;EMERGENTE;1;254;254;63;63;317
2019;18;3;ESC. COMTE. JUAN JOSE SAN MARTIN;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2008;EMERGENTE;1;254;254;53;53;307
2019;19;1;ESC. HUMBERTO VALENZUELA GARCIA;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2008;EMERGENTE;1;224;224;45;45;269
2019;20;5;ESCUELA TUCAPEL;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2008;EMERGENTE;1;335;335;70;70;405
2019;22;1;ESCUELA GABRIELA MISTRAL;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2008;EMERGENTE;1;636;636;221;221;857
2019;25;6;COLEGIO CENTENARIO DE ARICA;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2008;RECUPERACION;1;494;494;132;132;626
2019;26;4;ESCUELA REPUBLICA DE ARGENTINA;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2008;EMERGENTE;1;147;147;53;53;200
2019;27;2;ESCUELA ESMERALDA;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2008;EMERGENTE;1;172;172;55;55;227
2019;28;0;ESCUELA RICARDO SILVA ARRIAGADA;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2008;AUTONOMA;1;415;248;136;91;339
2019;29;9;ESCUELA AMERICA;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2008;EMERGENTE;1;354;354;63;63;417
2019;30;2;ESCUELA DR. RICARDO OLEA GUERRA;15;151;15101;ARICA;151;ARICA;2;1;0;1;0; ; ;1;103;0;26;0;0
2019;31;0;ESCUELA DARIO SALAS DIAZ;15;151;15101;ARICA;151;ARICA;2;1;1;1;1;2008;AUTONOMA;1;314;314;26;26;340
2019;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;15;151;15101;ARICA;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;530;530;94;94;624
2019;33;7;ESCUELA CARLOS CONDELL DE LA HAZA;15;151;15101;ARICA;151;ARICA;2;1;1;1;1;2008;AUTONOMA;1;146;146;32;32;178
2019;35;3;ESCUELA GRAL. MANUEL BAQUEDANO;15;151;15101;ARICA;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;58;58;19;19;77
2019;36;1;ESCUELA IGNACIO CARRERA PINTO;15;151;15101;ARICA;151;ARICA;2;1;0;1;1;2008;EMERGENTE;1;216;216;25;25;241
2019;38;8;ESCUELA ESPAÑA;15;151;15101;ARICA;151;ARICA;2;1;1;1;1;2008;AUTONOMA;1;455;455;36;36;491
2019;39;6;ESCUELA PAMPA ALGODONAL;15;151;15101;ARICA;151;ARICA;2;1;1;1;1;2008;RECUPERACION;1;22;22;4;4;26
2019;41;8;ESCUELA VALLE DE CHACA;15;151;15101;ARICA;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;24;24;1;1;25
2019;42;6;ESCUELA MOLINOS LLUTA;15;151;15101;ARICA;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;8;8;4;4;12
2019;43;4;JARDIN INFANTIL CEPILLIN;15;151;15101;ARICA;151;ARICA;3;2;0;1;1;2013;EMERGENTE;1;9;9;5;5;14
2019;45;0;COLEGIO ITALIANO SANTA ANA;15;151;15101;ARICA;151;ARICA;3;2;0;1;1;2013;EMERGENTE;1;344;344;325;325;669
2019;49;3;JARDIN INFANTIL PADRE LUIS GALLARDO;15;151;15101;ARICA;151;ARICA;3;2;0;1;1;2008;EMERGENTE;1;22;22;5;5;27
2019;50;7;COLEGIO ADVENTISTA DE ARICA;15;151;15101;ARICA;151;ARICA;3;2;0;1;1;2008;AUTONOMA;1;309;309;154;154;463
2019;52;3;LICEO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;1;2008;EMERGENTE;1;2178;2130;1109;1096;3226
2019;55;8;JARDIN INFANTIL MONTESSORI GARDEN;15;151;15101;ARICA;151;ARICA;3;2;0;1;1;2008;EMERGENTE;1;51;51;36;36;87
2019;56;6;COLEGIO SAN MARCOS DE ARICA;15;151;15101;ARICA;151;ARICA;3;2;0;1;0; ; ;0;124;0;211;0;0
2019;58;2;JARDIN INFANTIL PETETE J.M. BORGOÐO;15;151;15101;ARICA;151;ARICA;3;2;0;1;0; ; ;0;0;0;1;0;0
2019;59;0;COLEGIO SAN JORGE;15;151;15101;ARICA;151;ARICA;4;3;0;1;0; ; ;0;29;0;30;0;0
2019;60;4;COLEGIO ALEMAN DE ARICA;15;151;15101;ARICA;151;ARICA;3;2;0;1;1;2008;EMERGENTE;1;398;398;307;307;705
2019;66;3;JARDIN INFANTIL PLUTO;15;151;15101;ARICA;151;ARICA;3;2;0;1;1;2008;EMERGENTE;1;1;1;4;3;4
2019;67;1;ABRAHAM LINCOLN SCHOOL;15;151;15101;ARICA;151;ARICA;3;2;0;1;0; ; ;0;153;0;216;0;0
2019;69;8;JUNIOR COLLEGE;15;151;15101;ARICA;151;ARICA;4;3;0;1;0; ; ;0;50;0;92;0;0
2019;70;1;ESCUELA VALLE DE ESQUINA;15;151;15102;CAMARONES;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;2;2;0;0;2
2019;72;8;LICEO VALLE DE CODPA;15;151;15102;CAMARONES;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;27;27;2;2;29
2019;73;6;ESCUELA VALLE DE COBIJA;15;151;15102;CAMARONES;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;1;1;0;0;1
2019;74;4;ESCUELA VALLE DE CAMARONES;15;151;15102;CAMARONES;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;9;9;2;2;11
2019;75;2;ESCUELA VALLE DE GUANACAGUA;15;151;15102;CAMARONES;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;2;2;0;0;2
2019;76;0;ESCUELA VALLE DE CUYA;15;151;15102;CAMARONES;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;7;7;0;0;7
2019;78;7;LICEO GRANADEROS;15;152;15201;PUTRE;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;174;174;15;15;189
2019;79;5;ESCUELA EL MARQUEZ;15;152;15201;PUTRE;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;12;12;1;1;13
2019;81;7;ESCUELA PAYACHATAS;15;152;15201;PUTRE;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;2;2;0;0;2
2019;82;5;ESCUELA SAN FRANCISCO DE ASIS;15;152;15201;PUTRE;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;1;1;0;0;1
2019;83;3;ESCUELA COTA COTANI;15;152;15201;PUTRE;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;2;2;2;2;4
2019;84;1;ESCUELA LOS ALAMOS;15;152;15201;PUTRE;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;1;1;0;0;1
2019;86;8;ESCUELA SAN SANTIAGO DE BELEN;15;152;15201;PUTRE;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;6;6;1;1;7
2019;87;6;ESCUELA ANCOLACANE;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;1;1;0;0;1
2019;88;4;ESCUELA ALCERRECA;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;2;2;0;0;2
2019;89;2;ESCUELA HUMAPALCA;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;1;1;0;0;1
2019;90;6;ESCUELA INTERNADO VISVIRI;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;17;17;2;2;19
2019;91;4;ESCUELA COSAPILLA;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;1;2016;EMERGENTE;1;4;4;0;0;4
2019;92;2;ESCUELA CHISLLUMA;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;1;2016;EMERGENTE;1;2;2;0;0;2
2019;93;0;ESCUELA CHUJLLUTA;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;4;4;0;0;4
2019;94;9;ESCUELA GUACOYO;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;3;3;0;0;3
2019;95;7;ESCUELA COLPITAS;15;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;1;1;2008;EMERGENTE;1;2;2;0;0;2
2019;97;3;INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2013;EMERGENTE;1;176;176;92;92;268
2019;102;3;ESC.EDUC.ESPECIAL FLOR DEL INCA;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;0; ; ;1;54;0;18;0;0
2019;103;1;ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2008;EMERGENTE;1;228;228;189;189;417
2019;105;8;CENTRO DE CAPACITACION LABORAL;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;0; ; ;1;34;0;17;0;0
2019;106;6;INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL;1;11;1101;IQUIQUE;11;IQUIQUE;5;4;0;1;0; ; ;1;206;0;94;0;0
2019;107;4;LICEO LIBERT. GRAL.BERNARDO O´HIGGINS;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2013;EMERGENTE;1;166;166;124;124;290
2019;108;2;LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2013;RECUPERACION;1;250;250;112;112;362
2019;109;0;COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2013;RECUPERACION;1;341;341;140;140;481
2019;110;4;LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2008;EMERGENTE;1;447;447;254;254;701
2019;111;2;ESCUELA GABRIELA MISTRAL;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2008;EMERGENTE;1;298;298;160;160;458
2019;112;0;ESCUELA EDUARDO LLANOS;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2008;EMERGENTE;1;332;332;137;137;469
2019;113;9;ESCUELA ALMIRANTE PATRICIO LYNCH;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2008;RECUPERACION;1;388;388;149;149;537
2019;114;7;ESCUELA PLACIDO VILLARROEL;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2008;EMERGENTE;1;210;210;80;80;290
2019;116;3;COLEGIO REPUBLICA DE CROACIA;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2008;EMERGENTE;1;298;298;84;84;382
2019;117;1;ESCUELA PAULA JARAQUEMADA ALQUIZAR;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2008;EMERGENTE;1;243;230;126;118;348
2019;119;8;ESCUELA CENTENARIO;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2008;RECUPERACION;1;211;195;74;67;262
2019;122;8;ESCUELA THILDA PORTILLO OLIVARES;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2008;RECUPERACION;1;184;184;72;72;256
2019;123;6;COLEGIO ESPANA;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2008;RECUPERACION;1;273;252;88;79;331
2019;124;4;LICEO LUIS CRUZ MARTINEZ;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2013;EMERGENTE;1;569;569;336;336;905
2019;125;2;ESCUELA PROFESOR MANUEL CASTRO RAMOS;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2008;RECUPERACION;1;462;462;357;357;819
2019;126;0;COLEGIO REPUBLICA DE ITALIA;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2008;RECUPERACION;1;357;357;164;164;521
2019;127;9;LICEO MARIA AUXILIADORA;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;1;2016;AUTONOMA;0;196;196;283;0;196
2019;129;5;LICEO SUPERIOR GABRIELA MISTRAL;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;0; ; ;0;77;0;43;0;0
2019;130;9;COLEGIO NORTH COLLEGE;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;0; ; ;0;91;0;138;0;0
2019;131;7;COLEGIO ESCASCE;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;1;2009;EMERGENTE;1;125;125;118;118;243
2019;132;5;COLEGIO BAJO MOLLE;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;0; ; ;0;187;0;340;0;0
2019;133;3;COLEGIO ADVENTISTA DE IQUIQUE;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;1;2008;EMERGENTE;1;292;292;267;267;559
2019;134;1;LICEO ATENEA;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;1;2009;RECUPERACION;1;140;140;98;98;238
2019;139;2;JARDIN INFANTIL CONEJITO;1;11;1101;IQUIQUE;11;IQUIQUE;4;3;0;1;0; ; ;0;1;0;1;0;0
2019;144;9;COLEGIO IQUIQUE YOUNG SCHOOL;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;1;2011;RECUPERACION;0;152;152;128;0;152
2019;154;6;ESCUELA BASICA FRONTERIZA;1;14;1404;HUARA;11;IQUIQUE;2;1;1;1;1;2008;EMERGENTE;1;24;24;0;0;24
2019;156;2;ESCUELA PISAGUA;1;14;1404;HUARA;11;IQUIQUE;2;1;1;1;1;2008;EMERGENTE;1;30;30;4;4;34
2019;159;7;ESCUELA JAINA;1;14;1404;HUARA;11;IQUIQUE;2;1;1;1;1;2008;EMERGENTE;1;3;3;0;0;3
2019;160;0;ESCUELA PACHICA;1;14;1404;HUARA;11;IQUIQUE;2;1;1;1;1;2008;EMERGENTE;1;21;21;1;1;22
2019;161;9;LICEO DE HUARA;1;14;1404;HUARA;11;IQUIQUE;2;1;1;1;1;2008;EMERGENTE;1;245;220;37;37;257
2019;162;7;ESCUELA SIBAYA;1;14;1404;HUARA;11;IQUIQUE;2;1;1;1;1;2014;EMERGENTE;1;34;34;0;0;34
2019;165;1;ESCUELA CHUSMIZA;1;14;1404;HUARA;11;IQUIQUE;2;1;1;1;1;2008;EMERGENTE;1;5;5;1;1;6
2019;167;8;ESCUELA CAMINA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;1;2008;AUTONOMA;1;88;88;9;9;97
2019;168;6;ESCUELA CUISAMA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;1;2008;EMERGENTE;1;2;2;0;0;2
2019;169;4;ESCUELA QUISTAGAMA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;1;2008;EMERGENTE;1;7;7;3;3;10
2019;170;8;ESCUELA NAMA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;1;2008;EMERGENTE;1;1;1;0;0;1
2019;171;6;ESCUELA APAMILCA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;1;2008;EMERGENTE;1;3;3;0;0;3
2019;172;4;ESCUELA CHAPIQUILTA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;1;2008;EMERGENTE;1;6;6;0;0;6
2019;173;2;ESCUELA MOQUELLA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;1;2008;EMERGENTE;1;17;17;1;1;18
2019;174;0;ESCUELA FRANCIA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;1;2008;EMERGENTE;1;17;17;1;1;18
2019;175;9;ESCUELA YALA YALA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;1;2008;EMERGENTE;1;4;4;0;0;4
2019;177;5;ESCUELA BASICA CARIQUIMA;1;14;1403;COLCHANE;11;IQUIQUE;2;1;1;1;1;2015;EMERGENTE;1;1;1;0;0;1
2019;178;3;LICEO TECNICO PROFESIONAL COLCHANE;1;14;1403;COLCHANE;11;IQUIQUE;2;1;1;1;1;2015;EMERGENTE;1;104;104;4;4;108
2019;179;1;ESCUELA BASICA MAUQUE;1;14;1403;COLCHANE;11;IQUIQUE;2;1;1;1;1;2015;EMERGENTE;1;1;1;0;0;1
2019;186;4;ESCUELA BASICA ENQUELGA;1;14;1403;COLCHANE;11;IQUIQUE;2;1;1;1;1;2015;EMERGENTE;1;1;1;0;0;1
2019;187;2;ESCUELA VERTIENTE DEL SABER;1;14;1405;PICA;11;IQUIQUE;2;1;0;1;1;2008;EMERGENTE;1;184;184;72;72;256
2019;188;0;ESC. MATILLA DE NUEVA EXTREMADURA;1;14;1405;PICA;11;IQUIQUE;2;1;1;1;1;2008;EMERGENTE;1;105;105;39;39;144
2019;191;0;LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ;1;14;1401;POZO ALMONTE;11;IQUIQUE;1;1;1;1;1;2013;EMERGENTE;1;441;408;193;183;591
2019;192;9;ESCUELA BASICA MAMINA;1;14;1401;POZO ALMONTE;11;IQUIQUE;1;1;1;1;1;2008;EMERGENTE;1;22;22;16;16;38
2019;193;7;ESCUELA BASICA POZO ALMONTE;1;14;1401;POZO ALMONTE;11;IQUIQUE;1;1;1;1;1;2008;EMERGENTE;1;395;395;165;165;560
2019;195;3;ESCUELA BASICA LA TIRANA;1;14;1401;POZO ALMONTE;11;IQUIQUE;1;1;1;1;1;2008;EMERGENTE;1;200;200;38;38;238
2019;196;1;ESCUELA BASICA HUATACONDO;1;14;1401;POZO ALMONTE;11;IQUIQUE;1;1;1;1;1;2008;EMERGENTE;1;2;2;0;0;2
2019;198;8;ESCUELA BASICA LA HUAYCA;1;14;1401;POZO ALMONTE;11;IQUIQUE;1;1;1;1;1;2008;EMERGENTE;1;60;60;11;11;71
2019;199;6;LICEO DOMINGO LATRILLE LASTAUNOU;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;1;2013;EMERGENTE;1;403;315;114;100;415
2019;200;3;LICEO POLITECNICO DIEGO PORTALES P.;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;1;2013;EMERGENTE;1;383;378;120;120;498
2019;201;1;ESCUELA CARLOS CONDELL DE LA HAZA;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;1;2008;EMERGENTE;1;372;372;94;94;466
2019;203;8;ESCUELA PABLO NERUDA;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;1;2008;EMERGENTE;1;451;451;101;101;552
2019;204;6;ESCUELA L.GRAL.BERNARDO O´HIGGINS R.;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;1;2008;EMERGENTE;1;429;429;98;98;527
2019;205;4;ESCUELA ARTURO PRAT CHACON;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;1;2008;RECUPERACION;1;353;353;52;52;405
2019;206;2;ESCUELA ESTADOS UNIDOS DE NORTEAMERICA;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;1;2008;EMERGENTE;1;342;342;67;67;409
2019;207;0;ESC. ESPECIAL PEDRO AGUIRRE CERDA;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;0; ; ;1;49;0;9;0;0
2019;208;9;COLEGIO SAGRADA FAMILIA;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;3;2;0;1;1;2014;EMERGENTE;1;445;445;322;322;767
2019;210;0;ESCUELA ARTURO PEREZ CANTO;2;23;2302;MARÍA ELENA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;1;2008;EMERGENTE;1;272;272;137;137;409
2019;211;9;LICEO H.C. T.P. MARIA ELENA;2;23;2302;MARÍA ELENA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;1;2014;EMERGENTE;1;114;114;86;86;200
2019;214;3;ESCUELA IGNACIO CARRERA PINTO;2;23;2302;MARÍA ELENA;21;ANTOFAGASTA - TOCOPILLA;2;1;1;1;1;2008;EMERGENTE;1;15;15;3;3;18
2019;217;8;LICEO LUIS CRUZ MARTINEZ;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2013;AUTONOMA;1;350;350;397;397;747
2019;218;6;LICEO FRANCISCO DE AGUIRRE;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2013;EMERGENTE;1;176;176;116;116;292
2019;219;4;LICEO POLITECNICO CESAREO AGUIRRE G.;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2014;EMERGENTE;1;354;353;224;222;575
2019;220;8;LICEO MINERO AMÉRICA;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2013;EMERGENTE;1;511;511;347;347;858
2019;222;4;CENTRO EDUC.INTEGRAL DE ADULTOS C.E.I.A;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;0; ; ;1;249;0;113;0;0
2019;223;2;ESCUELA CLAUDIO ARRAU;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2008;RECUPERACION;1;226;226;125;125;351
2019;224;0;ESCUELA GRECIA;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2008;EMERGENTE;1;479;479;263;263;742
2019;225;9;ESCUELA REPUBLICA DE BOLIVIA;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2008;EMERGENTE;1;469;469;349;349;818
2019;226;7;ESCUELA BASICA EMILIO SOTOMAYOR;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2008;EMERGENTE;1;413;413;241;241;654
2019;227;5;ESCUELA BASICA PRESIDENTE BALMACEDA;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2008;EMERGENTE;1;624;624;295;295;919
2019;228;3;ESCUELA BASICA VADO DE TOPATER;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2008;EMERGENTE;1;212;212;134;134;346
2019;229;1;ESCUELA REPUBLICA DE CHILE;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2008;EMERGENTE;1;187;187;126;126;313
2019;230;5;ESCUELA BASICA ANDRES BELLO;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2008;EMERGENTE;1;285;285;155;155;440
2019;231;3;ESCUELA BASICA JOHN FITZGERALD KENNEDY;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2008;EMERGENTE;1;267;267;216;216;483
2019;232;1;ESCUELA BASICA PEDRO VERGARA KELLER;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2008;EMERGENTE;1;303;303;94;94;397
2019;236;4;ESCUELA DE PARVULOS LAS ABEJITAS;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2008;EMERGENTE;1;72;72;63;63;135
2019;237;2;ESCUELA DE PARVULOS LLAMITO BLANCO;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2008;EMERGENTE;1;120;120;80;80;200
2019;238;0;ESCUELA DIFERENCIAL LOA;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;0; ; ;1;90;0;58;0;0
2019;239;9;ESCUELA BASICA 21 DE MAYO;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2008;EMERGENTE;1;283;283;177;177;460
2019;240;2;ESCUELA BASICA REPUBLICA DE FRANCIA;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2008;EMERGENTE;1;259;259;183;183;442
2019;241;0;ESCUELA PARVULARIA LAS ARDILLAS;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2008;EMERGENTE;1;84;84;42;42;126
2019;243;7;ESCUELA BASICA PUKARA;2;22;2201;CALAMA;22;EL LOA;1;1;1;1;1;2008;EMERGENTE;1;9;9;7;7;16
2019;244;5;ESCUELA DE PARVULOS LOS ENANITOS;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2008;EMERGENTE;1;135;135;74;74;209
2019;245;3;ESCUELA DE PARVULOS PAPELUCHO;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2008;EMERGENTE;1;35;35;24;24;59
2019;246;1;ESCUELA BASICA SENORA DE LA CANDELARIA;2;22;2201;CALAMA;22;EL LOA;1;1;1;1;1;2008;EMERGENTE;1;13;13;0;0;13
